AR_AP,AP_AP,Shank_AP_AP,Shank_AT_AP,Foot_AP_AP,Mu_AP,SD_AP,RMS_AP,RMSD_AP,MSE_AP,Foot_MSE_AP,AMP_Mean_AP,AC_AP,skew_AP,kurt_AP,H_TS_AP,gam_disp_AP,che_lum_max_rat_AP,FSD_AP,F95_AP,F95_min_AP,F95_max_AP,F50_AP,F50_min_AP,F50_max_AP,MF_AP,PF_AP,CF_AP,CF_0.9_15_AP,CF_var_AP,P_Tot_AP,Pow_3_8_AP,Pow_4_5.5_AP,PLF_AP,PHF_AP,PTB_AP,PR_4_7_AP,PR_3.5_7.5_AP,PR_5_6_AP,PR_8_12_AP,PR_3_12_AP,PR_HL_AP,PR_Sel_AP,PLF_Rel_AP,PHF_Rel_AP,PTB_Rel_AP,PP_3_10_AP,PP_8_12_AP,PP_0_16_AP,MP_0_16_AP,CFP_0_16_AP,CFP_AP,CFP_66_AP,MHP_AP,H_AP,SF_AP,HS_amp_min_AP,HS_amp_med_AP,HS_amp_3Q_AP,HS_amp_max_AP
1.83E-05,7.20E-05,1.10E-06,0.000808717,0.01415377,0.001176555,0.000149303,0.000292491,0.000149303,0.010825942,0.001684103,2.45E-06,3.25E-05,0.008189495,0.799508451,0.000117853,1.65E-06,3.55E-06,4.27E-05,0.000138016,0.023382238,8.16E-05,0.013236048,0.001515709,0.001545513,0.000565753,0.038418497,0.000187855,0.000362053,0.001176555,0.000445748,4.27E-05,0.001176555,5.64E-05,2.45E-05,0.012395085,0.799508451,0.641194311,0.83239589,4.27E-05,0.145416523,0.002803617,0.01830971,0.000232228,0.010825942,9.25E-05,9.25E-05,1.65E-06,0.05171407,0.000546247,0.01830971,0.00141032,0.000670429,0.077441499,0.002374198,1.83E-05,0.00141032,0.000187855,1.83E-05,0.000149303
